STATION_NAME,DATE,PRCP
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020216,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020217,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020218,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020219,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020220,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020221,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020222,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020223,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020224,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020225,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020226,30
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020227,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020228,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020301,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020302,196
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020303,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020304,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020305,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020306,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020307,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020308,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020309,10
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020310,48
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020311,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020312,89
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020313,53
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020314,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020315,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020316,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020317,56
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020318,41
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020319,38
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020320,122
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020321,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020322,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020323,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020324,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020325,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020326,127
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020327,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020328,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020329,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020330,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020331,66
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020401,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020402,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020403,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020404,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020405,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020406,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020407,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020408,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020409,69
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020410,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020411,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020412,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020413,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020414,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020415,13
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020416,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020417,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020418,79
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020419,130
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020420,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020421,61
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020422,91
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020423,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020424,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020425,33
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020426,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020427,48
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020428,348
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020429,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020430,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020501,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020502,193
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020503,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020504,20
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020505,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020506,5
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020507,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020508,5
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020509,13
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020510,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020511,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020512,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020513,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020514,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020515,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020516,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020517,74
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020518,173
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020519,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020520,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020521,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020522,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020523,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020524,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020525,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020526,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020527,58
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020528,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020529,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020530,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020531,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020601,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020602,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020603,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020604,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020605,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020606,97
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020607,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020608,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020609,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020610,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020611,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020612,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020613,488
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020614,30
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020615,81
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020616,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020617,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020618,89
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020619,71
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020620,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020621,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020622,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020623,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020624,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020625,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020626,10
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020627,51
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020628,51
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020629,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020630,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020701,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020702,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020703,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020704,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020705,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020706,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020707,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020708,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020709,20
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020710,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020711,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020712,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020713,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020714,345
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020715,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020716,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020717,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020718,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020719,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020720,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020721,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020722,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020723,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020724,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020725,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020726,175
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020727,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020728,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020729,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020730,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020731,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020801,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020802,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020803,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020804,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020805,20
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020806,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020807,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020808,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020809,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020810,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020811,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020812,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020813,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020814,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020815,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020816,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020817,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020818,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020819,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020820,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020821,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020822,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020823,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020824,18
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020825,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020826,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020827,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020828,345
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020829,25
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020830,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020831,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020901,216
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020902,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020903,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020904,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020905,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020906,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020907,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020908,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020909,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020910,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020911,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020912,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020913,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020914,41
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020915,43
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020916,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020917,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020918,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020919,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020920,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020921,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020922,5
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020923,5
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020924,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020925,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020926,185
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020927,33
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020928,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020929,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20020930,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021001,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021002,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021003,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021004,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021005,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021006,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021007,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021008,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021009,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021010,147
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021011,198
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021012,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021013,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021014,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021015,23
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021016,351
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021017,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021018,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021019,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021020,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021021,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021022,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021023,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021024,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021025,152
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021026,81
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021027,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021028,18
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021029,201
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021030,89
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021031,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021101,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021102,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021103,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021104,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021105,175
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021106,33
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021107,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021108,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021109,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021110,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021111,152
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021112,170
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021113,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021114,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021115,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021116,417
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021117,135
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021118,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021119,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021120,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021121,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021122,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021123,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021124,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021125,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021126,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021127,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021128,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021129,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021130,13
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021201,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021202,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021203,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021204,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021205,150
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021206,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021207,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021208,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021209,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021210,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021211,345
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021212,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021213,135
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021214,13
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021215,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021216,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021217,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021218,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021219,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021220,246
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021221,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021222,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021223,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021224,51
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021225,183
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021226,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021227,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021228,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021229,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021230,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20021231,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030101,386
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030102,13
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030103,99
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030104,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030105,51
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030106,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030107,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030108,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030109,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030110,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030111,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030112,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030113,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030114,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030115,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030116,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030117,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030118,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030119,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030120,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030121,5
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030122,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030123,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030124,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030125,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030126,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030127,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030128,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030129,20
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030130,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030131,28
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030201,18
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030202,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030203,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030204,53
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030205,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030206,61
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030207,84
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030208,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030209,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030210,10
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030211,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030212,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030213,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030214,5
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030215,81
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030216,544
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030217,99
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030218,8
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030219,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030220,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030221,86
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030222,577
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030223,33
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030224,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030225,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030226,30
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030227,71
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030228,13
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030301,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030302,104
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030303,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030304,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030305,18
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030306,56
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030307,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030308,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030309,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030310,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030311,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030312,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030313,41
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030314,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030315,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030316,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030317,3
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030318,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030319,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030320,495
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030321,5
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030322,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030323,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030324,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030325,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030326,109
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030327,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030328,13
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030329,99
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030330,119
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030331,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030401,0
WASHINGTON REAGAN NATIONAL AIRPORT VA US,20030402,0
