STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080315,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080316,94, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080317,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080318,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080319,0,T, ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080320,127, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080321,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080322,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080323,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080324,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080325,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080326,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080327,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080328,8, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080329,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080330,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080331,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080401,38, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080402,15, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080403,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080404,191, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080405,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080406,97, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080407,18, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080408,13, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080409,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080410,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080411,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080412,33, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080413,8, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080414,8, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080415,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080416,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080417,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080418,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080419,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080420,64, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080421,472, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080422,147, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080423,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080424,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080425,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080426,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080427,56, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080428,36, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080429,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080430,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080501,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080502,10, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080503,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080504,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080505,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080506,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080507,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080508,18, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080509,528, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080510,170, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080511,13, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080512,861, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080513,132, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080514,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080515,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080516,218, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080517,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080518,0,T, ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080519,18, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080520,152, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080521,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080522,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080523,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080524,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080525,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080526,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080527,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080528,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080529,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080530,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080531,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080601,290, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080602,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080603,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080604,234, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080605,437, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080606,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080607,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080608,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080609,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080610,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080611,79, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080612,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080613,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080614,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080615,58, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080616,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080617,282, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080618,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080619,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080620,13, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080621,20, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080622,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080623,56, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080624,10, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080625,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080626,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080627,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080628,28, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080629,23, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080630,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080701,61, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080702,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080703,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080704,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080705,51, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080706,13, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080707,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080708,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080709,0,T, ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080710,8, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080711,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080712,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080713,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080714,452, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080715,0,T, ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080716,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080717,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080718,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080719,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080720,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080721,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080722,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080723,36, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080724,353, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080725,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080726,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080727,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080728,53, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080729,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080730,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080731,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080801,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080802,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080803,91, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080804,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080805,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080807,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080808,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080809,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080810,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080811,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080812,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080813,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080814,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080815,23, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080816,5, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080817,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080818,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080819,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080820,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080821,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080822,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080823,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080824,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080825,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080826,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080827,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080828,23, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080829,206, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080830,43, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080831,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080901,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080902,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080903,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080904,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080905,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080906,69, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080907,1692, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080908,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080909,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080910,41, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080911,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080912,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080913,30, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080914,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080915,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080916,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080917,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080918,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080919,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080920,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080921,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080922,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080923,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080924,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080925,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080926,81, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080927,541, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080928,33, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080929,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20080930,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081001,91, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081002,41, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081003,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081004,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081005,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081006,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081007,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081008,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081009,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081010,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081011,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081012,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081013,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081014,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081015,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081016,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081017,3, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081018,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081019,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081020,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081021,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081022,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081023,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081024,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081025,25, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081026,307, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081027,0, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081028,74, , ,N,9999
GHCND:US1VAAR0006,ARLINGTON 1.1 NW VA US,99.1,38.8879,-77.1176,20081029,3, , ,N,9999
